idinfo;smartphonename;price;ram;rom;cpu;cameranumber;camera;selfie;battery;displaysize;ref;cpuclock;displayres;provider;os
249;"Apple iPhone 6 16GB cũ (95%)";4490000;"1 GB";"16 GB";"Apple A8 APL1011";2;"8 MP (f/2.2, 29mm, 1/3", 1.5 µm), tự động lấy nét nhận diện theo giai đoạn, LED flash kép (2 tone)";"1.2 MP (f/2.2, 31mm), 720p@30fps, nhận diện khuôn mặt, HDR, FaceTime";NULL;"4.7";https://cellphones.com.vn/iphone-6-16-gb-95-cu.html;"2x 1.4 GHz Typhoon (nền tảng ARM v8)";"750 x 1334 pixels";CellphoneS;iOS
250;"ASUS ZenFone 3 Max ZC553KL Chính hãng (Đã kích hoạt)";4490000;"3 GB";"32 GB";"Qualcomm Snapdragon 430 MSM8937";2;"16 MP, f/2.0, tự động lấy nét, LED flash";"8 MP, f/2.2";NULL;"5.5";https://cellphones.com.vn/zenfone-3-max-zc553kl-cty-at.html;"4x 1.4 GHz ARM Cortex-A53 & 4x 1.1 GHz ARM Cortex-A53";"1080 x 1920 pixels";CellphoneS;Android
251;"Nokia 6 Chính hãng (Đã kích hoạt)";4490000;"3 GB";"32 GB";"Qualcomm MSM8937 Snapdragon 430";2;"16 MP (f/2.0, 1.0 µm), tự động lấy nét nhận diện, theo giai đoạn, LED flash kép (2 tone)";"8 MP (f/2.0, 1.12 µm), tự động lấy nét, 1080p";NULL;"5.5";https://cellphones.com.vn/nokia-6-cty-at.html;"4x 1.4 GHz ARM Cortex-A53 & 4x 1.1 GHz ARM Cortex-A53";"1080 x 1920 pixels";CellphoneS;Android
252;"ASUS ZenFone 4 Selfie ZD553KL Chính hãng";4490000;"4 GB";"64 GB";"Qualcomm MSM8937 Snapdragon 430";3;"16 MP, tự động lấy nét, LED flash kép (2 tone)";"20 MP + 8 MP, LED flash";NULL;"5.5";https://cellphones.com.vn/asus-zenfone-4-selfie-zd553kl-chinh-hang.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
253;"Samsung Galaxy J7 Prime Chính hãng (Đã kích hoạt)";4390000;"3 GB";"32 GB";"Samsung Exynos 7 Octa 7870";2;"13 MP (f/1.9, 28mm), tự động lấy nét, LED flash";"8 MP, f/1.9";NULL;"5.5";https://cellphones.com.vn/galaxy-j7-prime-cty-at.html;"8x 1.6 GHz Cortex-A53";"1080 x 1920 pixels";CellphoneS;Android
254;"Huawei Y7 Prime Chính hãng";4290000;"3 GB";"32 GB";"Qualcomm MSM8940 Snapdragon 435";2;"12 MP (f/2.2, 1/2.9", 1.25 µm), tự động lấy nét nhận diện theo giai đoạn, LED flash";"8 MP, f/2.0";NULL;"5.5";https://cellphones.com.vn/huawei-y7-prime-chinh-hang.html;"4x 1.4 GHz ARM Cortex-A53 & 4x 1.1 GHz ARM Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
255;"Honor 9 Lite Chính hãng";4290000;"3 GB";"32 GB";"HiSilicon Kirin 659";4;"13 MP + 2 MP, tự động lấy nét nhận diện theo giai đoạn, LED flash";"13 MP + 2 MP, 1080p";NULL;"5.65";https://cellphones.com.vn/honor-9-lite-chinh-hang.html;"4x 2.36 GHz ARM Cortex-A53 & 4x 1.7 GHz ARM Cortex-A53";"1080 x 2160 pixels";CellphoneS;Android
256;"Nokia 5 Chính hãng";4259000;"2 GB";"16 GB";"Qualcomm MSM8937 Snapdragon 430";2;"13 MP (f/2.0, 1/3", 1.12 µm), tự động lấy nét nhận diện, theo giai đoạn, LED flash kép (2 tone)";"8 MP (f/2.0, 1.12 µm)";NULL;"5.2";https://cellphones.com.vn/nokia-5-cty.html;"4x 1.4 GHz ARM Cortex-A53 & 4x 1.1 GHz ARM Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
257;"OPPO A83 Chính hãng (Đã kích hoạt)";4090000;"3 GB";"32 GB";"Mediatek MT6763T Helio P23";2;"13 MP, f/2.2, tự động lấy nét nhận diện theo giai đoạn, LED flash";"8 MP, f/2.2,";NULL;"5.7";https://cellphones.com.vn/oppo-a83-chinh-hang-at.html;"4x 2.5 GHz ARM Cortex-A53 & 4x 1.6 GHz ARM Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
258;"OPPO F3 Lite Chính hãng (Đã kích hoạt)";4090000;"3 GB";"32 GB";"Qualcomm MSM8940 Snapdragon 435";2;"13 MP, f/2.2, tự động lấy nét nhận diện theo giai đoạn, LED flash";"16 MP, f/2.0, kích thước điểm ảnh 1.12 µm, 1080p";NULL;"5.2";https://cellphones.com.vn/oppo-f3-lite-chinh-hang-at.html;"4x 1.4 GHz ARM Cortex-A53 & 4x 1.1 GHz ARM Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
259;"Vivo Y55 Chính hãng";3990000;"2 GB";"16 GB";"Qualcomm MSM8917 Snapdragon 425";2;"13 MP, f/2.2, tự động lấy nét, LED flash";"5 MP, f/2.2";NULL;"5.2";https://cellphones.com.vn/vivo-y55-cty.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
260;"Huawei Y7 Pro 2018 Chính hãng";3990000;"3 GB";"32 GB";"Qualcomm MSM8937 Snapdragon 430";3;"13 MP +2 MP, tự động lấy nét nhận diện theo giai đoạn, LED flash";"8 MP, 1080p";NULL;"5.99";https://cellphones.com.vn/huawei-y7-pro-chinh-hang.html;"8x 1.4 GHz Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
261;"Vivo Y55S Chính hãng";3990000;"2 GB";"16 GB";"Qualcomm MSM8917 Snapdragon 425";2;"13 MP, f/2.2, tự động lấy nét, LED flash";"5 MP, f/2.2";NULL;"5.2";https://cellphones.com.vn/vivo-y55s-chinh-hang.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
262;"ASUS ZenFone 4 Max Pro ZC554KL Chính hãng (Đã kích hoạt)";3990000;"3 GB";"32 GB";"Qualcomm MSM8937 Snapdragon 430";3;"16 MP & 5 MP, f/2.0, tự động lấy nét, LED flash";"16 MP, f/2.0, LED flash";NULL;"5.5";https://cellphones.com.vn/asus-zenfone-4-max-pro-zc554kl-chinh-hang-at.html;"4x 1.4 GHz ARM Cortex-A53 & 4x 1.1 GHz ARM Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
263;"Apple iPhone SE 16GB cũ (95%)";3990000;"2 GB";"16 GB";"Apple A9 APL0898";2;"12 MP (f/2.2, 29mm, 1/3", 1.22 µm), tự động lấy nét theo giai đoạn, LED flash kép (2 tone)";"1.2 MP (f/2.4, 31mm), 720p@30fps, nhận diện khuôn mặt, HDR, FaceTime";NULL;"4.0";https://cellphones.com.vn/iphone-se-16-gb-95-cu.html;"2x 1.84 GHz Twister";"640 x 1136 pixels";CellphoneS;iOS
264;"Xiaomi Redmi S2 32GB Chính hãng (Redmi Y2)";3990000;"3 GB";"32 GB";"Qualcomm MSM8953 Snapdragon 625";3;"12 MP (f/2.2, 1.25μm, PDAF) + 5 MP, gyro-EIS, tự động lấy nét nhận diện theo giai đoạn, LED flash";"16 MP (2.0µm), HDR, LED flash";NULL;"5.99";https://cellphones.com.vn/xiaomi-redmi-s2-32-gb-chinh-hang.html;"8x 2.0 GHz Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
265;"Apple iPhone SE 64GB cũ (95%)";4090000;"2 GB";"64 GB";"Apple A9 APL0898";2;"12 MP (f/2.2, 29mm, 1/3", 1.22 µm), tự động lấy nét theo giai đoạn, LED flash kép (2 tone)";"1.2 MP (f/2.4, 31mm), 720p@30fps, nhận diện khuôn mặt, HDR, FaceTime";NULL;"4.7";https://cellphones.com.vn/iphone-se-64-gb-95-cu.html;"2x 1.84 GHz Twister";"640 x 1136 pixels";CellphoneS;iOS
266;"Xiaomi Redmi 5 Plus 32GB Chính hãng";3990000;"3 GB";"32 GB";"Qualcomm MSM8953 Snapdragon 625";2;"12 MP (f/2.2, 1.25 μm), tự động lấy nét nhận diện theo giai đoạn, LED flash kép (2 tone)";"5 MP, 1080p";NULL;"5.99";https://cellphones.com.vn/xiaomi-redmi-5-plus-32-gb-chinh-hang.html;"8x 2.0 GHz Cortex-A53";"1080 x 2160 pixels";CellphoneS;Android
267;"Xiaomi Redmi Note 4 64GB";3890000;NULL;NULL;"Mediatek MT6797 Helio X20";2;"13 MP, f/2.0, tự động lấy nét nhận diện theo giai đoạn, LED flash kép (2 tone)";"5 MP, f/2.0, 1080p";NULL;No;https://cellphones.com.vn/redmi-note-4-64-gb.html;"2x 2.1 GHz ARM Cortex-A72, 4x 2.0 GHz ARM Cortex-A53, 4x 1.4 GHz ARM Cortex-A53";No;CellphoneS;No
268;"Samsung Galaxy J4 Chính hãng";3790000;"2 GB";"16 GB";"Samsung Exynos 7 Quad 7570";2;"13 MP (f/1.9, 28mm), tự động lấy nét, LED flash";"5 MP, f/2.2, LED flash";NULL;"5.5";https://cellphones.com.vn/samsung-galaxy-j4-chinh-hang.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
269;"Nokia 5 Chính hãng (Đã kích hoạt)";3690000;"2 GB";"16 GB";"Qualcomm MSM8937 Snapdragon 430";2;"13 MP (f/2.0, 1/3", 1.12 µm), tự động lấy nét nhận diện, theo giai đoạn, LED flash kép (2 tone)";"8 MP (f/2.0, 1.12 µm)";NULL;"5.2";https://cellphones.com.vn/nokia-5-cty-at.html;"4x 1.4 GHz ARM Cortex-A53 & 4x 1.1 GHz ARM Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
270;"Xiaomi Redmi Note 5A Prime 32GB Chính hãng (Redmi Y1)";3690000;"3 GB";"32 GB";"Qualcomm MSM8940 Snapdragon 435";2;"13 MP, f/2.2, tự động lấy nét nhận diện theo giai đoạn, LED flash";"16 MP, f/2.0, 1080p";NULL;"5.5";https://cellphones.com.vn/xiaomi-redmi-note-5a-prime-32-gb-chinh-hang.html;"8x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
271;"OPPO A71 2018 Chính hãng";3690000;"2 GB";"16 GB";"Qualcomm SDM 450";2;"13 MP, f/2.2, tự động lấy nét nhận diện theo giai đoạn, LED flash";"5 MP, f/2.4, kích thước điểm ảnh 1.4 µm, 1080p";NULL;"5.2";https://cellphones.com.vn/oppo-a71-2018-chinh-hang.html;"8x 1.8 GHz ARM Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
272;"Sony Xperia L1 Chính hãng";3590000;"2 GB";"16 GB";"Mediatek MT6737T";2;"13 MP, f/2.2, tự động lấy nét, LED flash";"5 MP (f/2.2, 24 mm), 1080p";NULL;"5.5";https://cellphones.com.vn/sony-xperia-l1-chinh-hang.html;"4x 1.45 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
273;"Huawei GR5 mini Chính hãng (Đã kích hoạt)";3590000;NULL;NULL;"HiSilicon Kirin 650";2;"13 MP, tự động lấy nét, LED flash";"8 MP, 1080p@30fps";NULL;No;https://cellphones.com.vn/huawei-gr5-mini-cty-at.html;"4x 1.7 GHz Cortex-A53 & 4x 2.0 GHz Cortex-A53";No;CellphoneS;No
274;"Huawei Y7 Prime Chính hãng (Đã kích hoạt)";3499000;"3 GB";"32 GB";"Qualcomm MSM8940 Snapdragon 435";2;"12 MP (f/2.2, 1/2.9", 1.25 µm), tự động lấy nét nhận diện theo giai đoạn, LED flash";"8 MP, f/2.0";NULL;"5.5";https://cellphones.com.vn/huawei-y7-prime-chinh-hang-at.html;"4x 1.4 GHz ARM Cortex-A53 & 4x 1.1 GHz ARM Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
275;"Huawei Y7 Pro 2018 Chính hãng (Đã kích hoạt)";0;"3 GB";"32 GB";"Qualcomm MSM8937 Snapdragon 430";3;"13 MP +2 MP, tự động lấy nét nhận diện theo giai đoạn, LED flash";"8 MP, 1080p";NULL;"5.99";https://cellphones.com.vn/huawei-y7-pro-chinh-hang-at.html;"8x 1.4 GHz Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
276;"ASUS ZenFone 4 Max ZC520KL Chính hãng";3490000;"3 GB";"32 GB";"Qualcomm MSM8917 Snapdragon 425";3;"13 MP + 5 MP, tự động lấy nét, LED flash";"8 MP, LED flash";NULL;"5.2";https://cellphones.com.vn/asus-zenfone-4-max-zc520kl-chinh-hang.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
277;"Xiaomi Redmi 5 Plus 32GB Chính hãng (Đã kích hoạt)";3390000;"3 GB";"32 GB";"Qualcomm MSM8953 Snapdragon 625";2;"12 MP (f/2.2, 1.25 μm), tự động lấy nét nhận diện theo giai đoạn, LED flash kép (2 tone)";"5 MP, 1080p";NULL;"5.99";https://cellphones.com.vn/xiaomi-redmi-5-plus-32-gb-chinh-hang-at.html;"8x 2.0 GHz Cortex-A53";"1080 x 2160 pixels";CellphoneS;Android
278;"Vivo Y53 Chính hãng";3390000;"2 GB";"16 GB";"Qualcomm MSM8917 Snapdragon 425";2;"8 MP, f/2.0, tự động lấy nét, LED flash";"5 MP, f/2.2, 1080p";NULL;"5.0";https://cellphones.com.vn/vivo-y53-chinh-hang.html;"4x 1.4 GHz Cortex-A53";"540 x 960 pixels";CellphoneS;Android
279;"OPPO A71k Chính hãng";3290000;"2 GB";"16 GB";"Qualcomm SDM 450";2;"13 MP, f/2.2, tự động lấy nét nhận diện theo giai đoạn, LED flash";"5 MP, f/2.4, kích thước điểm ảnh 1.4 µm, 1080p";NULL;"5.2";https://cellphones.com.vn/oppo-a71k-chinh-hang.html;"8x 1.8 GHz ARM Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
280;"Huawei Y6 Prime Chính hãng";3290000;"2 GB";"16 GB";"Qualcomm MSM8917 Snapdragon 425";2;"13 MP, tự động lấy nét nhận diện theo giai đoạn, LED flash";"5 MP, LED flash";NULL;"5.7";https://cellphones.com.vn/huawei-y6-prime-chinh-hang.html;"4x 1.4 GHz Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
281;"Samsung Galaxy J2 Pro Chính hãng";3290000;"1.5 GB";"16 GB";"Qualcomm MSM8917 Snapdragon 425";2;"8 MP, f/2.2, tự động lấy nét, LED flash";"5 MP, f/2.2, LED flash";NULL;"5.0";https://cellphones.com.vn/samsung-galaxy-j2-pro-chinh-hang.html;"Quad-core 1.4 GHz Cortex-A53";"540 x 960 pixels";CellphoneS;Android
282;"Apple iPhone 5S 32GB cũ (99%)";3290000;"1 GB";"32 GB";"Apple A7 APL0698";2;"8 MP (f/2.2, 29mm, 1/3", 1.5 µm), tự động lấy nét, LED flash kép (2 tone)";"1.2 MP (f/2.4, 31mm), 720p@30fps, nhận diện khuôn mặt, HDR, FaceTime";NULL;"4.0";https://cellphones.com.vn/iphone-5s-32-gb-cu.html;"2x 1.3 GHz Cyclone (nền tảng ARM v8)";"640 x 1136 pixels";CellphoneS;iOS
283;"Apple iPhone 5S 64GB cũ (90%)";3290000;"1 GB";"64 GB";"Apple A7 APL0698";2;"8 MP (f/2.2, 29mm, 1/3", 1.5 µm), tự động lấy nét, LED flash kép (2 tone)";"1.2 MP (f/2.4, 31mm), 720p@30fps, nhận diện khuôn mặt, HDR, FaceTime";NULL;"4.0";https://cellphones.com.vn/iphone-5s-64-gb-90-cu.html;"2x 1.3 GHz Cyclone (nền tảng ARM v8)";"640 x 1136 pixels";CellphoneS;iOS
284;"OPPO A37 Chính hãng (Neo 9)";0;"2 GB";"16 GB";"Qualcomm MSM8916 Snapdragon 410";2;"8 MP (f/2.0, 1/3.2", 1.4 µm), tự động lấy nét, LED flash";"5 MP (f/2.4, 1/4")";NULL;"5.0";https://cellphones.com.vn/oppo-a37-cty.html;"4x 1.2 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
285;"Xiaomi Redmi 5 32GB Chính hãng";3190000;"3 GB";"32 GB";"Qualcomm Snapdragon 450";2;"12 MP (f/2.2, 1.25 μm), tự động lấy nét nhận diện theo giai đoạn, LED flash";"5 MP, 1080p";NULL;"5.7";https://cellphones.com.vn/xiaomi-redmi-5-32-gb-chinh-hang.html;"8x 1.8 GHz Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
286;"Nokia 3 Chính hãng";2990000;"2 GB";"16 GB";"Mediatek MT6737";2;"8 MP (f/2.0, 1.12 µm), tự động lấy nét, LED flash";"8 MP, f/2.0, tự động lấy nét, 720p";NULL;"5.0";https://cellphones.com.vn/nokia-3-cty.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
287;"Huawei Y5 2017 Chính hãng";2790000;"2 GB";"16 GB";"Mediatek MT6737T";2;"8 MP, f/2.0, tự động lấy nét, LED flash kép";"5 MP, LED flash";NULL;"5.0";https://cellphones.com.vn/huawei-y5-2017-chinh-hang.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
288;"Xiaomi Redmi 5 32GB Chính hãng (Đã kích hoạt)";2790000;"3 GB";"32 GB";"Qualcomm Snapdragon 450";2;"12 MP (f/2.2, 1.25 μm), tự động lấy nét nhận diện theo giai đoạn, LED flash";"5 MP, 1080p";NULL;"5.7";https://cellphones.com.vn/xiaomi-redmi-5-32-gb-chinh-hang-at.html;"8x 1.8 GHz Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
289;"Xiaomi Redmi 5 16GB Chính hãng";2760000;"2 GB";"16 GB";"Qualcomm Snapdragon 450";2;"12 MP (f/2.2, 1.25 μm), tự động lấy nét nhận diện theo giai đoạn, LED flash";"5 MP, 1080p";NULL;"5.7";https://cellphones.com.vn/xiaomi-redmi-5-16-gb-chinh-hang.html;"8x 1.8 GHz Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
290;"Motorola Moto C Plus Chính hãng";2590000;"2 GB";"16 GB";"Mediatek MT6737";2;"8 MP, f/2.2, tự động lấy nét, LED flash";"2 MP, f/2.8, LED flash";NULL;"5.0";https://cellphones.com.vn/motorola-moto-c-plus-chinh-hang.html;"4x 1.3 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
291;"Huawei Y5 2017 Chính hãng (Đã kích hoạt)";2200000;"2 GB";"16 GB";"Mediatek MT6737T";2;"8 MP, f/2.0, tự động lấy nét, LED flash kép";"5 MP, LED flash";NULL;"5.0";https://cellphones.com.vn/huawei-y5-2017-chinh-hang-at.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
292;"Nokia 2 Chính hãng";2190000;"1 GB";"8 GB";"Qualcomm MSM8909v2 Snapdragon 212";2;"8 MP, tự động lấy nét, LED flash";"5 MP";NULL;"5.0";https://cellphones.com.vn/nokia-2-chinh-hang.html;"4x 1.3 GHz Cortex-A7";"720 x 1280 pixels";CellphoneS;Android
293;"Nokia 3 Chính hãng (Đã kích hoạt)";2390000;"2 GB";"16 GB";"Mediatek MT6737";2;"8 MP (f/2.0, 1.12 µm), tự động lấy nét, LED flash";"8 MP, f/2.0, tự động lấy nét, 720p";NULL;"5.0";https://cellphones.com.vn/nokia-3-cty-at.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
294;"Xiaomi Redmi 5A 16GB Chính hãng";1990000;"2 GB";"16 GB";"Qualcomm MSM8917 Snapdragon 425";2;"13 MP, f/2.2, tự động lấy nét nhận diện theo giai đoạn, LED flash";"5 MP, f/2.0";NULL;"5.0";https://cellphones.com.vn/xiaomi-redmi-5a-16-gb-chinh-hang.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
295;"Nokia 2 Chính hãng (Đã kích hoạt)";1989000;"1 GB";"8 GB";"Qualcomm MSM8909v2 Snapdragon 212";2;"8 MP, tự động lấy nét, LED flash";"5 MP";NULL;"5.0";https://cellphones.com.vn/nokia-2-chinh-hang-at.html;"4x 1.3 GHz Cortex-A7";"720 x 1280 pixels";CellphoneS;Android
296;"Xiaomi Redmi 5A 16GB Chính hãng (Đã kích hoạt)";1790000;"2 GB";"16 GB";"Qualcomm MSM8917 Snapdragon 425";2;"13 MP, f/2.2, tự động lấy nét nhận diện theo giai đoạn, LED flash";"5 MP, f/2.0";NULL;"5.0";https://cellphones.com.vn/xiaomi-redmi-5a-16-gb-chinh-hang-at.html;"4x 1.4 GHz Cortex-A53";"720 x 1280 pixels";CellphoneS;Android
297;"Nokia 8110 4G Chính hãng";1680000;"512 MB";"4 GB";"Qualcomm MSM8908 Snapdragon 205";1;"2 MP, LED flash";Không;NULL;"2.45";https://cellphones.com.vn/nokia-8110-4g-chinh-hang.html;"2x 1.1 GHz Cortex-A7";"240 x 320 pixels";CellphoneS;Khác
298;"Nokia 1 Chính hãng";1590000;"1 GB";"8 GB";"Mediatek MT6737M";2;"5 MP, LED flash";"2 MP";NULL;"4.5";https://cellphones.com.vn/nokia-1-chinh-hang.html;"4x 1.1 GHz Cortex-A53";"480 x 854 pixels";CellphoneS;Android
299;"Nokia 8110 4G Chính hãng (Đã kích hoạt)";1480000;"512 MB";"4 GB";"Qualcomm MSM8908 Snapdragon 205";1;"2 MP, LED flash";Không;NULL;"2.45";https://cellphones.com.vn/nokia-8110-4g-chinh-hang-at.html;"2x 1.1 GHz Cortex-A7";"240 x 320 pixels";CellphoneS;Khác
300;"Nokia 3310 Chính hãng (2017)";1060000;NULL;NULL;-;1;"2 MP, LED flash";Không;NULL;"2.4";https://cellphones.com.vn/nokia-3310-2017-cty.html;-;"240 x 320 pixels";CellphoneS;Khác
301;"Nokia 105 (2017) 2 SIM Chính hãng (Đã kích hoạt)";0;"4 MB";"4 MB";-;0;Không;Không;NULL;"1.8";https://cellphones.com.vn/nokia-105-2017-2-sim-chinh-hang-at.html;-;"120 x 160 pixels";CellphoneS;Khác
302;"ASUS ZenFone Max M1 ZB555KL Chính hãng";0;"2 GB";"16 GB";"Qualcomm MSM8917 Snapdragon 425";3;"13 MP (f/2.0) + 8 MP (17mm, không AF), gyro EIS, tự động lấy nét nhận diện theo giai đoạn, LED flash";"8 MP (f/2.2, 25mm), gyro EIS";NULL;"5.5";https://cellphones.com.vn/asus-zenfone-max-m1-zb555kl-chinh-hang.html;"4x 1.4 GHz Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
303;"ASUS Zenfone 5Q ZC600KL Chính hãng";0;"4 GB";"64 GB";"Qualcomm SDM630 Snapdragon 630";4;"16 MP (f/2.2, 26 mm, PDAF) + 16 MP (13 mm, không AF), gyro EIS, tự động lấy nét nhận diện theo giai đoạn, LED flash";"20 MP (f/2.0, 23 mm, 1/2.8", 1.0 μm) + 20 MP (13 mm), gyro EIS, LED flash";NULL;"6.0";https://cellphones.com.vn/asus-zenfone-5q-zc600kl-chinh-hang.html;"4x 2.2 GHz ARM Cortex-A53 & 4x 1.8 GHz ARM Cortex-A53";"1080 x 2160 pixels";CellphoneS;Android
304;"Xiaomi Redmi S2 64GB Chính hãng";0;"4 GB";"64 GB";"Qualcomm MSM8953 Snapdragon 625";3;"12 MP (f/2.2, 1.25μm, PDAF) + 5 MP, gyro-EIS, tự động lấy nét nhận diện theo giai đoạn, LED flash";"16 MP (2.0µm), HDR, LED flash";NULL;"5.99";https://cellphones.com.vn/xiaomi-redmi-s2-64-gb-chinh-hang.html;"8x 2.0 GHz Cortex-A53";"720 x 1440 pixels";CellphoneS;Android
305;"Samsung Galaxy J8 Chính hãng";0;"4 GB";"64 GB";"Qualcomm SDM450 Snapdragon 450";3;"16 MP (f/1.7) + 5 MP (f/1.9), tự động lấy nét nhận diện theo giai đoạn, LED flash";"16 MP (f/1.9), LED flash";NULL;"6.0";https://cellphones.com.vn/samsung-galaxy-j8-chinh-hang.html;"8x 1.8 GHz Cortex-A53";"1080 x 2220 pixels";CellphoneS;Android
306;"Apple iPhone SE2 64GB";0;"2 GB";"64 GB";-;2;"12 MP (f/1.8, 28mm), tự động lấy nét nhận diện theo giai đoạn, OIS, 4 LED flash (2 tone)";"7 MP (f/2.2, 32mm), 1080p@30fps, 720p@240fps, nhận diện khuôn mặt, HDR";NULL;"4.6";https://cellphones.com.vn/apple-iphone-se2-64-gb.html;-;"640 x 1136 pixels";CellphoneS;iOS
307;"Sony Xperia XZ2 Compact Chính hãng";0;"4 GB";"64 GB";"Qualcomm SDM845 Snapdragon 845";2;"19 MP (f/2.0, 25mm, 1/2.3", 1.22 µm), gyro EIS, tiên đoán nhận diện theo giai đoạn và tự động lấy nét lazer, LED flash";"5 MP (f/2.2, 23mm, 1/5"), gyro EIS, 1080p";NULL;"5.0";https://cellphones.com.vn/sony-xperia-xz2-compact-chinh-hang.html;"4x 2.8 GHz Kryo 385 Gold & 4x 1.8 GHz Kryo 385 Silver";"1080 x 2160 pixels";CellphoneS;Android
308;"Apple iPhone SE 2018 64GB";0;"2 GB";"64 GB";-;2;"12 MP (f/1.8, 28mm), tự động lấy nét nhận diện theo giai đoạn, OIS, 4 LED flash (2 tone)";"7 MP (f/2.2, 32mm), 1080p@30fps, 720p@240fps, nhận diện khuôn mặt, HDR";NULL;"4.6";https://cellphones.com.vn/apple-iphone-se-2018-64-gb.html;-;"640 x 1136 pixels";CellphoneS;iOS
309;"ASUS Zenfone 5 Lite ZC600KL Chính hãng";0;"3 GB";"32 GB";"Qualcomm MSM8937 Snapdragon 430";4;"16 MP (f/2.2, 26 mm, PDAF) + 16 MP (13 mm, không AF), gyro EIS, tự động lấy nét nhận diện theo giai đoạn, LED flash";"20 MP (f/2.0, 23 mm, 1/2.8", 1.0 μm) + 20 MP (13 mm), gyro EIS, LED flash";NULL;"6.0";https://cellphones.com.vn/asus-zenfone-5-lite-zc600kl-chinh-hang.html;"4x 1.4 GHz ARM Cortex-A53 & 4x 1.1 GHz ARM Cortex-A53";"1080 x 2160 pixels";CellphoneS;Android
